"@title","Indonesia"
"#03882","(<0>-character limit)"
"#03883","Town Name"
"#03884","Got treasure!"
"#03885","Collect with <0>?"
"#03886","Survey failed!"
"#03887","+<0> min"
"#03888","=#03596"
"#03889","mins "
"#03890","secs"
"#03891","<0> <1> more until next survey."
"#03892","Max level reached."
"#03893","Cannot change basic skills."
"#03894","Equipped <0> <1>."
"#03895","Add Skill Slots?"
"#03896","Skill Slots +<0>."
"#03897","Cannot remove basic skills."
"#03898","Choose competitors."
"#03899","Rank Bonus"
"#03900","Register your current score?"
"#03901","Registration complete.<br>Results will be posted tomorrow."
"#03902","Got <0> x<1>.<br>Total: <2>"
"#03903","=#00904"
"#03904","No Copper Coin Box in town."
"#03905","Hide the following?"
"#03906","No space in <0>."
"#03907","=#01568"
"#03908","=#00906"
"#03909","No\tLock Up"
"#03910","Returning in <0>."
"#03911","Spend <0> to speed up?"
"#03912","Cancel?<br>Affection will not increase."
"#03913","Date"
"#03914","=#01580"
"#03915","Here we go!"
"#03916","<0>'s team<br>departed for <1>!"
"#03917","Growth Into Adulthood"
"#03918","That will exceed the limit."
"#03919","Leave without finishing choosing items to use as materials?"
"#03920","Got <0> x1.<br>Total: <1>"
"#03921","Use <0> x<1><br>to unlock?<br>You'll have <2> left."
"#03922","Use <0> x<1><br>to unlock?"
"#03923","Can be selected after <0> more minutes."
"#03924","Not enough <0>.<br>Fully replenish?"
"#03925","Not enough <0>."
"#03926","Maximum number of members reached."
"#03927","Insufficient funds.<br>Send <0> x<1> as thanks?"
"#03928","No\t<pic=money><0>"
"#03929","New hi-score!<br><0> pts"
"#03930","Use this item?"
"#03931","Use item on ally?"
"#03932","Give equipment to ally?"
"#03933","Give skill to ally?"
"#03934","Use\tCancel"
"#03935","Can't use any more."
"#03936","Can't use any more types."
"#03937","Restocked <0> x<1>."
"#03938","=#03925"
"#03939","No free space in the Storehouse."
"#03940","The farm is full."
"#03941","Purchased <0> and sent it to the Monster Farm."
"#03942","Monarch Name"
"#03943","Use <0> Diamond(s)?"
"#03944","No\t+<po=lm><pic=money><0>&<po=rm><bo=fefefe><1></bo>"
"#03945","=#00653"
"#03946","Insert Materials"
"#03947","Cannot use Research Lab."
"#03948","Revive<br><0>?"
"#03949","Transfer <1>'s EXP to<br><0>?"
"#03950","Resume all of <0>'s expeditions?<br><pic=stamina>: <1>/<2>"
"#03951","Resume"
"#03952","Make all adventurers return to town?"
"#03953","Cancel\tRetreat"
"#03954","Dismiss <0>?<br>They won't come back."
"#03955","Set."
"#03956","Say goodbye to <0>?"
"#03957","Save failed: <0> <1>."
"#03958","Equipped skills will be lost when the character disappears from the town.<br>Skills can be swapped."
"#03959","Use <0><br>and collect your rewards?"
"#03960","View videos\tClose"
"#03961","Sent <0> to the Storehouse."
"#03962","Purchased <0>.<br>Current: <1>"
"#03963","Purchase\tBack"
"#03964","Spend <0> x<1><br>to buy <2>"
"#03965","Return to the kingdom?"
"#03966","=#02960"
"#03967","Enemies appear at set times."
"#03968","User: <0>"
"#03969","Max <0>"
"#03970","Challenge Complete!"
"#03971","Collect Rewards"
"#03972","<0><br>is under attack!"
"#03973","Your Profile"
"#03974","Re-log"
"#03975","=#02548"
"#03976","Leave"
"#03977","Kairo Account"
"#03978","Logged in"
"#03979","Left."
"#03980","Every day"
"#03981","Sunday"
"#03982","Monday"
"#03983","Tuesday"
"#03984","Wednesday"
"#03985","Thursday"
"#03986","Friday"
"#03987","Saturday"
"#03988","0,000G"
"#03989","Retreated back to town..."
"#03990","=#02538"
"#03991","You need more <0>."
"#03992","Tapjoy\tShop"
"#03993","hrs "
"#03994","　"
"#03995","Could not start the app.<br>Enable storage access and start the app again.<br>*Necessary to save game data."
"#03996","An error has occurred. Would you please send the error information to aid in solving the issue?<br>(*No personal information will be sent.)"
"#03997","=#00893"
"#03998","=#00894"
"#03999","=#00895"
"#04000","=#00896"
"#04001","=#00897"
"#04002","=#00898"
"#04003","=#01615"
"#04004","=#01105"
"#04005","=#02464"
"#04006","SPD"
"#04007","LUCK"
"#04008","INT"
"#04009","DEX"
"#04010","Gather"
"#04011","Move"
"#04012","Heart"
"#04013","Life"
"#04014","Stored Energy:"
"#04015","Times Used"
"#04016","=#00905"
"#04017","Transfers:"
"#04018","Coin"
"#04019","=#00895"
"#04020","MAG"
"#04021","Stamina"
"#04022","=#03855"
"#04023","VIG"
"#04024","=#03216"
"#04025","=#04006"
"#04026","=#04009"
"#04027","=#04010"
"#04028","=#04011"
"#04029","Aff."
"#04030","Stamina Stock"
"#04031","Bury"
"#04032","=#00653"
"#04033","Gold"
"#04034","Silver"
"#04035","=#01047"
"#04036","Transfer"
"#04037","=#03215"
"#04038","=#03216"
"#04039","Average"
"#04040","Move Land"
"#04041","Demolish Land"
"#04042","=#03842"
"#04043","Add an Entrance"
"#04044","=#02555"
"#04045","Diamonds:| | Set"
"#04046","Data updated successfully."
"#04047","The server is undergoing maintenance."
"#04048","=#02538"
"#04049","The server is undergoing maintenance.<br><br>To receive your purchased items, wait a short time and then restart the app or recover the items from purchase history."
"#04050","=#02538"
"#04051","Other"
"#04052","Recover Data"
"#04053","Transfer Data"
"#04054","Installation Bonus"
"#04055","=#02540"
"#04056","Notifications"
"#04057","Before You Buy"
"#04058","Diamonds:|"
"#04059","<0> x<1>"
"#04060","=#04059"
"#04061","Time played: +<0> min"
"#04062","You got a push notification bonus."
"#04063","Purchase History"
"#04064","Purchase Status"
"#04065","Enable wireless communication and ensure you are connected to the internet, then restart the app."
"#04066","=#02538"
"#04067","=#02538"
"#04068","Loading"
"#04069","Syncing Time..."
"#04070","We will be arriving soon"
"#04071","Tips 'n' Tricks"
"#04072","Send a friend request."
"#04073","Send\tCancel"
"#04074","New friend request!"
"#04075","Accept\tDecline"
"#04076","Nickname"
"#04077","Friend ID"
"#04078","No friends found.<br>&Please double-check the info entered."
"#04079","By the way, <co=ff0000>don't delete this app</co> or all of your friend data will be lost for good."
"#04080","Requests"
"#04081","=#01545"
"#04082","Register Character"
"#04083","<0> more until bonus."
"#04084","Search for new friends."
"#04085","Requests: <0>"
"#04086","View"
"#04087","Search Kairo Land Friends"
"#04088","View Your Character"
"#04089","Pick one"
"#04090","Before you play..."
"#04091","View Terms of Service"
"#04092","Enter Nickname"
"#04093","*Can be changed later"
"#04094","Accept Terms"
"#04095","Staying"
"#04096","Search"
"#04097","You can register up to <0> friends from around the world.<br>You'll get a bonus based on your friends' total play time when you start up the game.<br>Ask friends for their IDs to send them friend requests."
"#04098","Adding friends will allow you to help out other players in their games.<br><br>Start by registering your character."
"#04099","Your registered character has been lost.<br>Please set a new character."
"#04100","Keep in mind the other player might have reached the maximum number of friends."
"#04101","You cannot use , % \ """
"#04102","Start transfer of game data."
"#04103","Recieve Data"
"#04104","Enter Code"
"#04105","Latest Version: <0><br>Could not find data linked to your Kairo Account.<br>Restore using this data?"
"#04106","Enter a data code."
"#04107","data code"
"#04108","<co=3c64c8>◆Transferring Game Data◆"
"#04109","other platform"
"#04110","1. Select Send Game Data on your current device and make a note of the displayed data code.<br>2. Start up the app on the device you want to transfer your data to, select Receive Game Data, enter your password and download the data.<br><co=ff4000><br>Data codes are valid for 1 week. After transfer, your will no longer be able to play the game on the old device.<br>Data from <0> to <1>, or can not data migration of different to the language version of the app"
"#04111","Send Game Data"
"#04112","Receive Game Data"
"#04113","Data transfer complete.<br>Please restart the app."
"#04114","=#04059"
"#04115","Currency sales has started !"
"#04116","After this, the offer wall will be displayed,"
"#04117","How to use TapJoy<br>- Terminate ""Limit Ad Tracking"" and restart the game.<br>* Setting app > Privacy > Advertising > Limit Ad Tracking"
"#04118","Kingdom Adventurers Friend Request"
"#04119","Let's be friends in Kingdom Adventurers!"
"#04120","Install Kingdom Adventurers and search for my ID:<0> under ""Friends.""\nDownload the game here!\n"
"#04121","=#02538"
"#04122","=#02538"
"#04123","Check out Dream House Days for Android and add me to your friends!<br>My Friend ID: <0><br><br>Get the game here!"
"#04124","0&Message&You got <0> Diamond(s)&<0>"
"#04125","Start up the device you want to transfer data to and enter the data code.<br><br>Data code: <0>"
"#04126","Data transfer complete. Please delete this app.<br>Data code: <0>"
"#04127","Cancel data transfer."
"#04128","Friend Picker"
"#04129","Tool Box"
"#04130","Sack of Grass"
"#04131","Vegetable Pouch"
"#04132","Seed Pouch"
"#04133","Wooden Box"
"#04134","Golden Barrel"
"#04135","Fruit Pouch"
"#04136","Meat Pouch"
"#04137","Seafood Pouch"
"#04138","Cooking"
"#04139","Meat"
"#04140","Products"
"#04141","Raw Earth_Treasure"
"#04142","Plains_Treasure"
"#04143","Desert_Treasure"
"#04144","Rocky Area_Treasure"
"#04145","Volcano_Treasure"
"#04146","Snowfield_Treasure"
"#04147","Swamp_Treasure"
"#04148","Water_Treasure"
"#04149","Special_Treasure"
"#04150","=#01615"
"#04151","Blue Treasure Chest"
"#04152","Black Treasure Chest"
"#04153","Gold Treasure Chest"
"#04154","Sunday Rank Bonus"
"#04155","Monday Rank Bonus"
"#04156","Tuesday Rank Bonus"
"#04157","Wednesday Rank Bonus"
"#04158","Thursday Rank Bonus"
"#04159","Friday Rank Bonus"
"#04160","Saturday Rank Bonus"
"#04161","Battle Bonus"
"#04162","Treasure Box"
"#04163","Survey Backpack"
"#04164","Hours played: <0>"
"#04165","Town residents: <0>"
"#04166","Jobs found: <0>"
"#04167","Facilities built: <0>"
"#04168","=#03618"
"#04169","Areas unlocked: <0>"
"#04170","Missions completed: <0>"
"#04171","Group items found: <0>"
"#04172","Items discovered: <0>"
"#04173","Monster types defeated: <0>"
"#04174","Fog clouds dispelled: <0>"
"#04175","Town Halls built: <0>"
"#04176","Teams deployed: <0>"
"#04177","Items stored: <0>"
"#04178","Friends registered: <0>"
"#04179","Treasure chests analyzed: <0>"
"#04180","Research projects completed: <0>"
"#04181","Residents housed: <0>"
"#04182","Treasure chests stored: <0>"
"#04183","Skills discovered: <0>"
"#04184","Caverns cleared: <0>"
"#04185","Monsters hatched: <0>"
"#04186","Monsters tamed: <0>"
"#04187","Bugs collected: <0>"
"#04188","Fish caught: <0>"
"#04189","Art objects collected: <0>"
"#04190","Animals collected: <0>"
"#04191","Gold coins collected: <0>"
"#04192","Children born: <0>"
"#04193","Greetings. I am the royal advisor."
"#04194","Let's get building!"
"#04195","Next, select a spot for this one."
"#04196","Let's build the land."
"#04197","Ah, a fine plot of land. I suggest we present it to the monarch."
"#04198","Present the lot to the monarch."
"#04199","Next, we'll need a place to store all that treasure from your adventures."
"#04200","Build 2 Storehouses."
"#04201","Construction on this scale will require more manpower."
"#04202","Recruit 3 townsfolk."
"#04203","How's this for a construction goal?"
"#04204","Build a Storehouse and a Royal Room."
"#04205","You'll need this to get the Royal Room up and running."
"#04206","Tap the Royal Room furniture."
"#04207","Next we'll be needing a Castle Gate to mark out our territory."
"#04208","Build a Castle Gate."
"#04209","There could be all kinds of treasure waiting to be discovered out there."
"#04210","Send a troop out on a quest."
"#04211","Let's see how they do. By the way, I'd like to recommend you this."
"#04212","Why not try to speed up the time?"
"#04213","Wow, you've maxed out your Rank Points! Nice work."
"#04214","Increase your rank."
"#04215","Research is a great way to improve the kingdom."
"#04216","Recruit a Researcher."
"#04217","That's your second Town Hall. Great going!"
"#04218","Build a Town Hall."
"#04219","Time to crack open those chests and see what kind of treasure's inside."
"#04220","Build a Treasure Lab."
"#04221","We'll be needing some more facilities to perform better research."
"#04222","Build a Research Lab."
"#04223","All the preparations are in place. Let's get started right away!"
"#04224","Perform some research."
"#04225","It seems our kingdom's looking rather underpopulated. Let's see if some adventurers would like to move in."
"#04226","Meet adventurers."
"#04227","Some of our townsfolk have low HP..."
"#04228","Build some Recovery Facilities."
"#04229","Now let's buckle down and help our residents improve themselves."
"#04230","Train your townsfolk."
"#04231","We've collected some food. Let's put it to good use."
"#04232","Help your townsfolk grow."
"#04233","A strange cave has been discovered just outside town."
"#04234","Select and conquer the cave."
"#04235","An ominous shadow has appeared... It must be a Boss!"
"#04236","Take out the Boss."
"#04237","Residents out on a quest are waiting for orders."
"#04238","Let's try sending them to a new location."
"#04239","Nice work, you've acquired a Stable."
"#04240","Build a Stable."
"#04241","The new area has a port!"
"#04242","Build 5-6 Signs to the town."
"#04243","We're ready to open the port!"
"#04244","Charter a ship and invite some tourists."
"#04245","You could have more residents move into your existing rooms."
"#04246","Place a Bed."
"#04247","That attack really did a number on the town."
"#04248","Some defensive walls will help keep us safe."
"#04249","We've established a second town!"
"#04250","Develop a second town."
"#04251","Go to your second town."
"#04252","Go to your second kingdom."
"#04253","You'll need special items to increase your rank."
"#04254","Collect lots of different items."
"#04255","We need to prepare for the next time the town gets attacked."
"#04256","Level up your Castle Walls."
"#04257","You're getting a lot of <pic=grass> now.<br>You're going to need a Storehouse."
"#04258","Carry out <pic=grass> Storehouse research."
"#04259","You're getting a lot of <pic=food> now.<br>You're going to need a Storehouse."
"#04260","Carry out <pic=food> Storehouse research."
"#04261","You're getting a lot of <pic=wood> now.<br>You're going to need a Storehouse."
"#04262","Carry out <pic=wood> Storehouse research."
"#04263","You're getting a lot of <pic=iron> now.<br>You're going to need a Storehouse."
"#04264","Carry out <pic=iron> Storehouse research."
"#04265","You're getting a lot of <pic=magic> now.<br>You're going to need a Storehouse."
"#04266","Carry out <pic=magic> Storehouse research."
"#04267","We're running out of energy fast.<br>Something like this could be useful."
"#04268","Carry out Energy Pump and Storehouse research."
"#04269","Your researchers had a breakthrough!"
"#04270","Carry out Road research."
"#04271","Carry out Well research."
"#04272","Carry out Hearth research."
"#04273","Carry out Rest Stop research."
"#04274","Carry out Bench research."
"#04275","We need more space for all this treasure."
"#04276","Carry out Treasure Storehouse research."
"#04277","We need more space for all these items."
"#04278","Carry out Item Storehouse research."
"#04279","=#02651"
"#04280","Carry out Field research."
"#04281","=#02652"
"#04282","Carry out Afforestation research."
"#04283","Send residents on a quest to dispel the fog."
"#04284","We should explore some new places."
"#04285","Great, we got some copper coinage!"
"#04286","Place a Copper Coin Box."
"#04287","Great, we got some silver coinage!"
"#04288","Place a Silver Coin Box."
"#04289","Great, we got some gold coinage!"
"#04290","Place a Gold Coin Box."
"#04291","The kingdom's producing more and more weapons."
"#04292","Change your allies' equipment."
"#04293","Great work, you've learned a new skill."
"#04294","Take a look at your available skills."
"#04295","Looks like you've recruited a farmer."
"#04296","Build a Farmyard."
"#04297","A splendid-looking farm!"
"#04298","Place some Feed outside the town."
"#04299","I say! That monster left something behind."
"#04300","Build an Egg Storehouse."
"#04301","I wonder what'll hatch from this egg? Let's try incubating it in town."
"#04302","Carry out Monster Room research."
"#04303","This store still has room to grow. How about placing some more shelves?"
"#04304","Add more shelves to the store."
"#04305","=#02653"
"#04306","Deploy your adventurers and search for <pic=food>."
"#04307","=#02654"
"#04308","Deploy your adventurers and search for <pic=iron>."
"#04309","=#02655"
"#04310","Deploy your adventurers and search for <pic=magic>."
"#04311","Great, we got access to a Mine."
"#04312","Equip the right skill and get the mine up and running."
"#04313","Great, we got access to a Mystic Mine."
"#04314","=#04312"
"#04315","Congrats, you made some new friends!"
"#04316","Place a bed for your friends to use."
"#04317","Nice work, you've acquired a Wasteland Guide."
"#04318","Build a Wasteland Guide."
"#04319","Nice work, you've acquired an Expedition Hut."
"#04320","Build an Expedition Hut."
"#04321","Nice work, you've acquired a Tree Nursery."
"#04322","Build a Tree Nursery."
"#04323","Nice work, you've acquired a Tool Workshop."
"#04324","Build a Tool Workshop."
"#04325","Nice work, you've acquired an Ore Refinery."
"#04326","Build an Ore Refinery."
"#04327","Nice work, you've acquired a Cooking Counter."
"#04328","Build a Cooking Counter."
"#04329","Nice work, you've acquired a Monster Statue."
"#04330","Build a Monster Statue."
"#04331","Nice work, you've acquired a Monster-Repelling Orb."
"#04332","Build a Monster-Repelling Orb."
"#04333","Nice work, you've acquired a Monster-Repelling Sword."
"#04334","Build a Monster-Repelling Sword."
"#04335","Nice work, you've acquired a Monster-Repelling Slate."
"#04336","Build a Monster-Repelling Slate."
"#04337","We've come a long way. We finally have a Weapon Shop."
"#04338","The Weapon Shop's ready."
"#04339","We've come a long way. We finally have an Armor Shop."
"#04340","The Armor Shop's ready."
"#04341","We've come a long way. We finally have an Item Shop."
"#04342","The Item Shop's ready."
"#04343","We've come a long way. We finally have a Furniture Shop."
"#04344","The Furniture Shop's ready."
"#04345","We've come a long way. We finally have a Skills Dojo."
"#04346","The Skills Dojo's ready."
"#04347","We've come a long way. We finally have an Inn."
"#04348","The Inn's ready."
"#04349","We've come a long way. We finally have a Restaurant."
"#04350","The Restaurant's ready."
"#04351","We've come a long way. We finally have an Accessory Shop."
"#04352","The Accessory Shop's ready."
"#04353","We've come a long way. We finally have a Recovery Room."
"#04354","The Recovery Room's ready."
"#04355","We've come a long way. We finally have an Analysis Lab."
"#04356","The Analysis Lab's ready."
"#04357","We've come a long way. We finally have a Research Lab."
"#04358","The Research Lab's ready."
"#04359","We've come a long way. We finally have a Hospital."
"#04360","The Hospital's ready."
"#04361","We've come a long way. We finally have a Church."
"#04362","The Church's ready."
"#04363","We'll be needing folk of all sorts of occupations if we really want to help this town grow."
"#04364","Let's hire a few when we get the chance."
"#04365","My liege! A new area has been discovered!"
"#04366","The people there are surely crying out for peace."
"#04367","My liege! A new type of dwelling has been discovered!"
"#04368","Let's make houses for our carpenters and other craftsmen."
"#04369","We've come a long way. We finally have a Survey Corps HQ."
"#04370","The Survey Corps HQ's ready."
"#04371","Nice work, you've acquired a Chaos Stone."
"#04372","Place the Chaos Stone."
"#04373","Nice work, you can now reclaim land."
"#04374","Reclaim the land on the shore."
"#04375","Good heavens! You've acquired a High Grade Storehouse (Grass)!"
"#04376","Let's see how this new storehouse holds up."
"#04377","Good heavens! You've acquired a High Grade Storehouse (Wood)!"
"#04378","Good heavens! You've acquired a High Grade Storehouse (Food)!"
"#04379","Good heavens! You've acquired a High Grade Storehouse (Ore)!"
"#04380","Good heavens! You've acquired a High Grade Storehouse (Mystic Ore)!"
"#04381","Good heavens! You've acquired a High Grade Storehouse (Energy)!"
"#04382","Good heavens! You've acquired a High Grade Storehouse (Treasure)!"
"#04383","Good heavens! You've acquired a High Grade Storehouse (Items)!"
"#04384","Good heavens! You've acquired a High Grade Storehouse (Eggs)!"
"#04385","You've been rising through the ranks at a good pace."
"#04386","How about we work on increasing your maximum rank now?"
"#04387","Build a High Rank Farmhouse."
"#04388","Nice work, you've acquired a new Cash Register."
"#04389","Replace the old Register."
"#04390","Santa's here! Proof positive that our kingdom is becoming a big deal."
"#04391","Prepare a house for Santa Claus."
"#04392","He seems comfortable there, but what's Santa without his reindeer?"
"#04393","Carry out Reindeer research."
"#04394","You got a present for getting those three reindeer together!"
"#04395","Take a look at your new equipment."
"#04396","My liege! A daunting new area has been discovered!"
"#04397","I can hear the call of adventure already!"
"#04398","Ah, some of our residents seem to have high Affection."
"#04399","Let's build a Church for them to take their relationship to the next level."
"#04400","One of our married couples is expecting!"
"#04401","Build a Baby Crib"
"#04402","It takes a village to raise a child, so they say. We'd better make sure ours is up to snuff."
"#04403","Build a Day Care"
"#04404","A whole new generation of residents is being born!"
"#04405","Build an Airfield"
"#04406","Offering different types of resources may entice other travelers to stay here."
"#04407","Build a Resource Center"
"#04408","A new industry has been discovered!"
"#04409","We can expect great things from the people who work here."
"#04410","Simply marvelous! A royal child has been born."
"#04411","The Studio's ready."
"#04412","The Insectarium's ready."
"#04413","The Aquarium's ready."
"#04414","The Zoo's ready."
"#04415","The Museum's ready."
"#04416","Water of Life #1"
"#04417","Increases all residents' HP by 10."
"#04418","=MID(#04416,1,-1)&'2'"
"#04419","=MID(#04416,1,-1)&'3'"
"#04420","=MID(#04416,1,-1)&'4'"
"#04421","=MID(#04416,1,-1)&'5'"
"#04422","=MID(#04416,1,-1)&'6'"
"#04423","=MID(#04416,1,-1)&'7'"
"#04424","=MID(#04416,1,-1)&'8'"
"#04425","=MID(#04416,1,-1)&'9'"
"#04426","=MID(#04416,1,-1)&'10'"
"#04427","=MID(#04416,1,-1)&'11'"
"#04428","=MID(#04416,1,-1)&'12'"
"#04429","=MID(#04416,1,-1)&'13'"
"#04430","=MID(#04416,1,-1)&'14'"
"#04431","=MID(#04416,1,-1)&'15'"
"#04432","=MID(#04416,1,-1)&'16'"
"#04433","=MID(#04416,1,-1)&'17'"
"#04434","=MID(#04416,1,-1)&'18'"
"#04435","=MID(#04416,1,-1)&'19'"
"#04436","=MID(#04416,1,-1)&'20'"
"#04437","Water of Wisdom #1"
"#04438","Increases all residents' MP by 10."
"#04439","=MID(#04437,1,-1)&'2'"
"#04440","=MID(#04437,1,-1)&'3'"
"#04441","=MID(#04437,1,-1)&'4'"
"#04442","=MID(#04437,1,-1)&'5'"
"#04443","=MID(#04437,1,-1)&'6'"
"#04444","=MID(#04437,1,-1)&'7'"
"#04445","=MID(#04437,1,-1)&'8'"
"#04446","=MID(#04437,1,-1)&'9'"
"#04447","=MID(#04437,1,-1)&'10'"
"#04448","=MID(#04437,1,-1)&'11'"
"#04449","=MID(#04437,1,-1)&'12'"
"#04450","=MID(#04437,1,-1)&'13'"
"#04451","=MID(#04437,1,-1)&'14'"
"#04452","=MID(#04437,1,-1)&'15'"
"#04453","=MID(#04437,1,-1)&'16'"
"#04454","=MID(#04437,1,-1)&'17'"
"#04455","=MID(#04437,1,-1)&'18'"
"#04456","=MID(#04437,1,-1)&'19'"
"#04457","=MID(#04437,1,-1)&'20'"
"#04458","Water of Vitality #1"
"#04459","Increases all residents' Vigor by 10."
"#04460","=MID(#04458,1,-1)&'2'"
"#04461","=MID(#04458,1,-1)&'3'"
"#04462","=MID(#04458,1,-1)&'4'"
"#04463","=MID(#04458,1,-1)&'5'"
"#04464","=MID(#04458,1,-1)&'6'"
"#04465","=MID(#04458,1,-1)&'7'"
"#04466","=MID(#04458,1,-1)&'8'"
"#04467","=MID(#04458,1,-1)&'9'"
"#04468","=MID(#04458,1,-1)&'10'"
"#04469","=MID(#04458,1,-1)&'11'"
"#04470","=MID(#04458,1,-1)&'12'"
"#04471","=MID(#04458,1,-1)&'13'"
"#04472","=MID(#04458,1,-1)&'14'"
"#04473","=MID(#04458,1,-1)&'15'"
"#04474","=MID(#04458,1,-1)&'16'"
"#04475","=MID(#04458,1,-1)&'17'"
"#04476","=MID(#04458,1,-1)&'18'"
"#04477","=MID(#04458,1,-1)&'19'"
"#04478","=MID(#04458,1,-1)&'20'"
"#04479","Water of Might #1"
"#04480","Increases all residents' ATK by 10."
"#04481","=MID(#04479,1,-1)&'2'"
"#04482","=MID(#04479,1,-1)&'3'"
"#04483","=MID(#04479,1,-1)&'4'"
"#04484","=MID(#04479,1,-1)&'5'"
"#04485","=MID(#04479,1,-1)&'6'"
"#04486","=MID(#04479,1,-1)&'7'"
"#04487","=MID(#04479,1,-1)&'8'"
"#04488","=MID(#04479,1,-1)&'9'"
"#04489","=MID(#04479,1,-1)&'10'"
"#04490","=MID(#04479,1,-1)&'11'"
"#04491","=MID(#04479,1,-1)&'12'"
"#04492","=MID(#04479,1,-1)&'13'"
"#04493","=MID(#04479,1,-1)&'14'"
"#04494","=MID(#04479,1,-1)&'15'"
"#04495","=MID(#04479,1,-1)&'16'"
"#04496","=MID(#04479,1,-1)&'17'"
"#04497","=MID(#04479,1,-1)&'18'"
"#04498","=MID(#04479,1,-1)&'19'"
"#04499","=MID(#04479,1,-1)&'20'"
"#04500","Water of Resilience #1"
"#04501","Increases all residents' DEF by 10."
"#04502","=MID(#04500,1,-1)&'2'"
"#04503","=MID(#04500,1,-1)&'3'"
"#04504","=MID(#04500,1,-1)&'4'"
"#04505","=MID(#04500,1,-1)&'5'"
"#04506","=MID(#04500,1,-1)&'6'"
"#04507","=MID(#04500,1,-1)&'7'"
"#04508","=MID(#04500,1,-1)&'8'"
"#04509","=MID(#04500,1,-1)&'9'"
"#04510","=MID(#04500,1,-1)&'10'"
"#04511","=MID(#04500,1,-1)&'11'"
"#04512","=MID(#04500,1,-1)&'12'"
"#04513","=MID(#04500,1,-1)&'13'"
"#04514","=MID(#04500,1,-1)&'14'"
"#04515","=MID(#04500,1,-1)&'15'"
"#04516","=MID(#04500,1,-1)&'16'"
"#04517","=MID(#04500,1,-1)&'17'"
"#04518","=MID(#04500,1,-1)&'18'"
"#04519","=MID(#04500,1,-1)&'19'"
"#04520","=MID(#04500,1,-1)&'20'"
"#04521","Ancient Blueprints #1"
"#04522","Increase all facilities' Max Durability by 10."
"#04523","=MID(#04521,1,-1)&'2'"
"#04524","=MID(#04521,1,-1)&'3'"
"#04525","=MID(#04521,1,-1)&'4'"
"#04526","=MID(#04521,1,-1)&'5'"
"#04527","=MID(#04521,1,-1)&'6'"
"#04528","=MID(#04521,1,-1)&'7'"
"#04529","=MID(#04521,1,-1)&'8'"
"#04530","=MID(#04521,1,-1)&'9'"
"#04531","=MID(#04521,1,-1)&'10'"
"#04532","=MID(#04521,1,-1)&'11'"
"#04533","=MID(#04521,1,-1)&'12'"
"#04534","=MID(#04521,1,-1)&'13'"
"#04535","=MID(#04521,1,-1)&'14'"
"#04536","=MID(#04521,1,-1)&'15'"
"#04537","=MID(#04521,1,-1)&'16'"
"#04538","=MID(#04521,1,-1)&'17'"
"#04539","=MID(#04521,1,-1)&'18'"
"#04540","=MID(#04521,1,-1)&'19'"
"#04541","=MID(#04521,1,-1)&'20'"
"#04542","=MID(#04521,1,-1)&'21'"
"#04543","=MID(#04521,1,-1)&'22'"
"#04544","=MID(#04521,1,-1)&'23'"
"#04545","Pioneer's Map #1"
"#04546","Reduces resources used on quests by 5%."
"#04547","=MID(#04545,1,-1)&'2'"
"#04548","=MID(#04545,1,-1)&'3'"
"#04549","=MID(#04545,1,-1)&'4'"
"#04550","=MID(#04545,1,-1)&'5'"
"#04551","=MID(#04545,1,-1)&'6'"
"#04552","Master Craftsman's Tools #1"
"#04553","Reduce resources used when building by 5%."
"#04554","=MID(#04552,1,-1)&'2'"
"#04555","=MID(#04552,1,-1)&'3'"
"#04556","=MID(#04552,1,-1)&'4'"
"#04557","=MID(#04552,1,-1)&'5'"
"#04558","=MID(#04552,1,-1)&'6'"
"#04559","Know-How Journal #1"
"#04560","Reduces time needed for researching or leveling up by 5%."
"#04561","=MID(#04559,1,-1)&'2'"
"#04562","=MID(#04559,1,-1)&'3'"
"#04563","=MID(#04559,1,-1)&'4'"
"#04564","=MID(#04559,1,-1)&'5'"
"#04565","=MID(#04559,1,-1)&'6'"
"#04566","Diamond Guide #1"
"#04567","Reduces Diamond consumption by 2%."
"#04568","=MID(#04566,1,-1)&'2'"
"#04569","=MID(#04566,1,-1)&'3'"
"#04570","=MID(#04566,1,-1)&'4'"
"#04571","=MID(#04566,1,-1)&'5'"
"#04572","Book of Awakening #1"
"#04573","Increases all residents' Awakening Limit by 5."
"#04574","=MID(#04572,1,-1)&'2'"
"#04575","=MID(#04572,1,-1)&'3'"
"#04576","=MID(#04572,1,-1)&'4'"
"#04577","=MID(#04572,1,-1)&'5'"
"#04578","Town Building Textbook #1"
"#04579","Increases max town rank by 5."
"#04580","=MID(#04578,1,-1)&'2'"
"#04581","=MID(#04578,1,-1)&'3'"
"#04582","=MID(#04578,1,-1)&'4'"
"#04583","=MID(#04578,1,-1)&'5'"
"#04584","=MID(#04578,1,-1)&'6'"
"#04585","=MID(#04578,1,-1)&'7'"
"#04586","=MID(#04578,1,-1)&'8'"
"#04587","=MID(#04578,1,-1)&'9'"
"#04588","=MID(#04578,1,-1)&'10'"
"#04589","=MID(#04578,1,-1)&'11'"
"#04590","=MID(#04578,1,-1)&'12'"
"#04591","=MID(#04578,1,-1)&'13'"
"#04592","=MID(#04578,1,-1)&'14'"
"#04593","Military Training Manual #1"
"#04594","Increases party size for boss battles and online conquests."
"#04595","=MID(#04593,1,-1)&'2'"
